Ticker,close,date,high,low,month,open,volume,Date,Month
SBIN,564.75,2023-11-30 05:30:00,570.2,563.65,2023-11,569.75,19758998,2023-11-30,2023-11
BAJFINANCE,7121.9,2023-11-30 05:30:00,7163.6,7085.65,2023-11,7132.0,1271934,2023-11-30,2023-11
TITAN,3490.6,2023-11-30 05:30:00,3500.0,3422.25,2023-11,3431.1,1480088,2023-11-30,2023-11
ITC,435.8,2023-11-30 05:30:00,438.45,434.5,2023-11,436.7,15127505,2023-11-30,2023-11
TCS,3487.6,2023-11-30 05:30:00,3516.65,3481.0,2023-11,3499.45,3266235,2023-11-30,2023-11
LT,3109.2,2023-11-30 05:30:00,3124.55,3058.7,2023-11,3076.3,3131624,2023-11-30,2023-11
TATACONSUM,929.2,2023-11-30 05:30:00,936.56,920.56,2023-11,920.56,2945889,2023-11-30,2023-11
RELIANCE,1188.72,2023-11-30 05:30:00,1200.35,1184.95,2023-11,1197.35,28439984,2023-11-30,2023-11
HCLTECH,1340.9,2023-11-30 05:30:00,1346.8,1329.7,2023-11,1337.0,4104385,2023-11-30,2023-11
JSWSTEEL,801.1,2023-11-30 05:30:00,808.15,789.6,2023-11,794.0,3142500,2023-11-30,2023-11
ULTRACEMCO,9003.65,2023-11-30 05:30:00,9019.15,8763.45,2023-11,8776.55,1025481,2023-11-30,2023-11
POWERGRID,208.95,2023-11-30 05:30:00,212.8,208.25,2023-11,210.4,60354322,2023-11-30,2023-11
INFY,1455.15,2023-11-30 05:30:00,1460.65,1449.55,2023-11,1453.25,10120867,2023-11-30,2023-11
TRENT,2787.0,2023-11-30 05:30:00,2809.75,2675.0,2023-11,2676.4,2343154,2023-11-30,2023-11
BHARTIARTL,1014.7,2023-11-30 05:30:00,1018.2,992.7,2023-11,995.0,9934052,2023-11-30,2023-11
TATAMOTORS,706.4,2023-11-30 05:30:00,717.25,697.0,2023-11,716.3,24275245,2023-11-30,2023-11
WIPRO,413.05,2023-11-30 05:30:00,414.5,404.05,2023-11,406.95,9912979,2023-11-30,2023-11
TECHM,1220.95,2023-11-30 05:30:00,1228.3,1208.7,2023-11,1222.0,2978406,2023-11-30,2023-11
NTPC,261.3,2023-11-30 05:30:00,261.65,256.0,2023-11,257.95,21687673,2023-11-30,2023-11
HINDUNILVR,2545.55,2023-11-30 05:30:00,2554.5,2516.15,2023-11,2516.15,3095684,2023-11-30,2023-11
APOLLOHOSP,5528.95,2023-11-30 05:30:00,5550.0,5382.0,2023-11,5382.0,775261,2023-11-30,2023-11
M&M,1647.75,2023-11-30 05:30:00,1660.0,1613.7,2023-11,1615.05,5214960,2023-11-30,2023-11
GRASIM,1997.51,2023-11-30 05:30:00,2022.96,1982.37,2023-11,1998.06,1693576,2023-11-30,2023-11
ICICIBANK,934.95,2023-11-30 05:30:00,940.85,928.2,2023-11,938.95,23950292,2023-11-30,2023-11
ADANIENT,2358.55,2023-11-30 05:30:00,2409.0,2343.05,2023-11,2400.05,2983879,2023-11-30,2023-11
ADANIPORTS,825.5,2023-11-30 05:30:00,839.0,823.0,2023-11,839.0,5998210,2023-11-30,2023-11
BEL,145.9,2023-11-30 05:30:00,146.35,140.75,2023-11,141.0,27591484,2023-11-30,2023-11
BAJAJFINSV,1673.5,2023-11-30 05:30:00,1679.9,1644.55,2023-11,1653.0,1577522,2023-11-30,2023-11
EICHERMOT,3896.9,2023-11-30 05:30:00,3920.0,3828.05,2023-11,3857.95,1338711,2023-11-30,2023-11
COALINDIA,342.15,2023-11-30 05:30:00,345.0,338.05,2023-11,345.0,11959336,2023-11-30,2023-11
MARUTI,10608.7,2023-11-30 05:30:00,10649.0,10546.1,2023-11,10581.0,665660,2023-11-30,2023-11
INDUSINDBK,1466.1,2023-11-30 05:30:00,1500.0,1450.05,2023-11,1500.0,45549217,2023-11-30,2023-11
ASIANPAINT,3119.9,2023-11-30 05:30:00,3153.95,3108.35,2023-11,3148.35,1793116,2023-11-30,2023-11
TATASTEEL,127.9,2023-11-30 05:30:00,128.85,126.5,2023-11,127.8,40165104,2023-11-30,2023-11
HDFCLIFE,690.75,2023-11-30 05:30:00,693.0,674.55,2023-11,676.9,4637116,2023-11-30,2023-11
DRREDDY,1157.63,2023-11-30 05:30:00,1160.0,1143.2,2023-11,1145.0,4267760,2023-11-30,2023-11
SUNPHARMA,1225.85,2023-11-30 05:30:00,1231.15,1192.35,2023-11,1192.35,4672807,2023-11-30,2023-11
KOTAKBANK,1755.45,2023-11-30 05:30:00,1766.0,1745.95,2023-11,1756.45,6254947,2023-11-30,2023-11
SHRIRAMFIN,2007.2,2023-11-30 05:30:00,2020.0,1971.3,2023-11,1973.05,2200458,2023-11-30,2023-11
NESTLEIND,2423.61,2023-11-30 05:30:00,2434.02,2396.53,2023-11,2408.0,1472030,2023-11-30,2023-11
ONGC,194.95,2023-11-30 05:30:00,195.65,192.05,2023-11,192.65,14965403,2023-11-30,2023-11
CIPLA,1212.3,2023-11-30 05:30:00,1217.65,1198.1,2023-11,1200.0,3219799,2023-11-30,2023-11
BPCL,217.85,2023-11-30 05:30:00,219.38,214.53,2023-11,217.25,32721308,2023-11-30,2023-11
BRITANNIA,4852.65,2023-11-30 05:30:00,4875.95,4797.5,2023-11,4815.0,961054,2023-11-30,2023-11
SBILIFE,1435.25,2023-11-30 05:30:00,1444.2,1409.05,2023-11,1410.0,3027395,2023-11-30,2023-11
HINDALCO,515.65,2023-11-30 05:30:00,519.75,511.35,2023-11,519.3,7599701,2023-11-30,2023-11
HEROMOTOCO,3819.05,2023-11-30 05:30:00,3884.5,3782.2,2023-11,3800.0,2909100,2023-11-30,2023-11
AXISBANK,1074.25,2023-11-30 05:30:00,1080.9,1055.45,2023-11,1062.7,24755589,2023-11-30,2023-11
HDFCBANK,1558.8,2023-11-30 05:30:00,1572.45,1542.15,2023-11,1569.15,34745720,2023-11-30,2023-11
BAJAJ-AUTO,6090.55,2023-11-30 05:30:00,6128.9,6031.0,2023-11,6095.0,501833,2023-11-30,2023-11
