Ticker,close,date,high,low,month,open,volume,Date,Month
SBIN,832.7,2024-10-29 05:30:00,834.85,790.5,2024-10,796.0,28274791,2024-10-29,2024-10
BAJFINANCE,7022.5,2024-10-29 05:30:00,7060.0,6802.2,2024-10,6909.1,1409750,2024-10-29,2024-10
TITAN,3283.4,2024-10-29 05:30:00,3298.0,3227.0,2024-10,3285.8,702769,2024-10-29,2024-10
ITC,487.95,2024-10-29 05:30:00,489.2,481.3,2024-10,485.0,6866704,2024-10-29,2024-10
TCS,4075.25,2024-10-29 05:30:00,4103.5,4060.1,2024-10,4095.85,1445885,2024-10-29,2024-10
LT,3380.9,2024-10-29 05:30:00,3384.4,3316.0,2024-10,3316.0,2253467,2024-10-29,2024-10
TATACONSUM,992.05,2024-10-29 05:30:00,995.3,973.8,2024-10,982.0,1256095,2024-10-29,2024-10
RELIANCE,1340.0,2024-10-29 05:30:00,1343.2,1320.3,2024-10,1328.1,12008361,2024-10-29,2024-10
HCLTECH,1871.75,2024-10-29 05:30:00,1875.9,1851.2,2024-10,1871.75,1719955,2024-10-29,2024-10
JSWSTEEL,958.8,2024-10-29 05:30:00,972.8,947.0,2024-10,972.45,1032874,2024-10-29,2024-10
ULTRACEMCO,11112.1,2024-10-29 05:30:00,11136.95,10917.05,2024-10,11074.0,266761,2024-10-29,2024-10
POWERGRID,320.55,2024-10-29 05:30:00,321.2,314.15,2024-10,316.1,15856332,2024-10-29,2024-10
INFY,1839.3,2024-10-29 05:30:00,1851.6,1829.0,2024-10,1846.0,4621252,2024-10-29,2024-10
TRENT,7410.3,2024-10-29 05:30:00,7446.1,7164.45,2024-10,7313.3,359440,2024-10-29,2024-10
BHARTIARTL,1637.1,2024-10-29 05:30:00,1667.95,1610.0,2024-10,1650.5,6990747,2024-10-29,2024-10
TATAMOTORS,842.75,2024-10-29 05:30:00,882.5,825.7,2024-10,880.25,26818871,2024-10-29,2024-10
WIPRO,562.2,2024-10-29 05:30:00,563.4,553.25,2024-10,559.8,6027815,2024-10-29,2024-10
TECHM,1698.5,2024-10-29 05:30:00,1724.1,1680.35,2024-10,1709.0,1499121,2024-10-29,2024-10
NTPC,412.15,2024-10-29 05:30:00,414.3,404.45,2024-10,409.0,20284308,2024-10-29,2024-10
HINDUNILVR,2547.65,2024-10-29 05:30:00,2585.7,2536.0,2024-10,2585.7,1695654,2024-10-29,2024-10
APOLLOHOSP,6987.45,2024-10-29 05:30:00,6997.7,6855.8,2024-10,6957.9,196146,2024-10-29,2024-10
M&M,2746.9,2024-10-29 05:30:00,2797.95,2702.55,2024-10,2762.0,3156567,2024-10-29,2024-10
GRASIM,2686.0,2024-10-29 05:30:00,2690.0,2650.0,2024-10,2660.0,611947,2024-10-29,2024-10
ICICIBANK,1331.85,2024-10-29 05:30:00,1335.35,1299.25,2024-10,1301.35,20656117,2024-10-29,2024-10
ADANIENT,2848.6,2024-10-29 05:30:00,2863.05,2732.85,2024-10,2803.0,1529844,2024-10-29,2024-10
ADANIPORTS,1372.7,2024-10-29 05:30:00,1377.45,1322.0,2024-10,1364.7,3790528,2024-10-29,2024-10
BEL,283.65,2024-10-29 05:30:00,284.5,270.85,2024-10,271.2,34271117,2024-10-29,2024-10
BAJAJFINSV,1766.7,2024-10-29 05:30:00,1775.5,1703.0,2024-10,1725.15,1561586,2024-10-29,2024-10
EICHERMOT,4898.15,2024-10-29 05:30:00,4918.55,4685.45,2024-10,4688.0,1065819,2024-10-29,2024-10
COALINDIA,445.55,2024-10-29 05:30:00,446.6,438.8,2024-10,444.2,7680865,2024-10-29,2024-10
MARUTI,11046.0,2024-10-29 05:30:00,11483.0,10742.45,2024-10,11450.0,2268683,2024-10-29,2024-10
INDUSINDBK,1038.15,2024-10-29 05:30:00,1058.8,1018.1,2024-10,1058.8,7951124,2024-10-29,2024-10
ASIANPAINT,2992.85,2024-10-29 05:30:00,3028.0,2941.1,2024-10,3020.0,613459,2024-10-29,2024-10
TATASTEEL,150.06,2024-10-29 05:30:00,150.45,146.55,2024-10,149.85,32258407,2024-10-29,2024-10
HDFCLIFE,742.4,2024-10-29 05:30:00,745.1,708.15,2024-10,718.0,4585180,2024-10-29,2024-10
DRREDDY,1274.7,2024-10-29 05:30:00,1335.4,1263.5,2024-10,1327.0,1443741,2024-10-29,2024-10
SUNPHARMA,1871.6,2024-10-29 05:30:00,1922.7,1862.0,2024-10,1922.0,2295542,2024-10-29,2024-10
KOTAKBANK,1760.2,2024-10-29 05:30:00,1767.15,1730.7,2024-10,1743.5,4158119,2024-10-29,2024-10
SHRIRAMFIN,3265.8,2024-10-29 05:30:00,3285.65,3162.4,2024-10,3242.1,2181280,2024-10-29,2024-10
NESTLEIND,2267.4,2024-10-29 05:30:00,2285.8,2260.75,2024-10,2280.0,929831,2024-10-29,2024-10
ONGC,265.0,2024-10-29 05:30:00,265.55,259.4,2024-10,263.35,9122757,2024-10-29,2024-10
CIPLA,1477.55,2024-10-29 05:30:00,1517.15,1450.0,2024-10,1510.0,3475282,2024-10-29,2024-10
BPCL,311.45,2024-10-29 05:30:00,312.95,302.25,2024-10,312.0,8437903,2024-10-29,2024-10
BRITANNIA,5667.5,2024-10-29 05:30:00,5759.9,5611.05,2024-10,5730.8,204751,2024-10-29,2024-10
SBILIFE,1661.35,2024-10-29 05:30:00,1665.8,1595.9,2024-10,1606.0,2052244,2024-10-29,2024-10
HINDALCO,693.6,2024-10-29 05:30:00,696.2,676.45,2024-10,692.9,4293867,2024-10-29,2024-10
HEROMOTOCO,4787.45,2024-10-29 05:30:00,4959.95,4745.0,2024-10,4927.85,953917,2024-10-29,2024-10
AXISBANK,1186.85,2024-10-29 05:30:00,1191.2,1157.6,2024-10,1176.4,9908946,2024-10-29,2024-10
HDFCBANK,1751.85,2024-10-29 05:30:00,1764.0,1725.1,2024-10,1726.15,17897463,2024-10-29,2024-10
BAJAJ-AUTO,9850.85,2024-10-29 05:30:00,10073.95,9640.0,2024-10,10073.95,1100706,2024-10-29,2024-10
