Ticker,close,date,high,low,month,open,volume,Date,Month
SBIN,605.1,2024-01-23 05:30:00,634.9,600.65,2024-01,627.0,30954343,2024-01-23,2024-01
BAJFINANCE,7070.7,2024-01-23 05:30:00,7355.0,7042.6,2024-01,7352.9,2533297,2024-01-23,2024-01
TITAN,3739.65,2024-01-23 05:30:00,3858.0,3705.75,2024-01,3786.0,1053510,2024-01-23,2024-01
ITC,459.3,2024-01-23 05:30:00,473.75,456.4,2024-01,473.75,8404513,2024-01-23,2024-01
TCS,3858.25,2024-01-23 05:30:00,3933.9,3842.75,2024-01,3900.0,2618854,2024-01-23,2024-01
LT,3551.0,2024-01-23 05:30:00,3661.35,3536.2,2024-01,3637.6,1742142,2024-01-23,2024-01
TATACONSUM,1131.58,2024-01-23 05:30:00,1151.69,1124.28,2024-01,1144.72,922181,2024-01-23,2024-01
RELIANCE,1328.58,2024-01-23 05:30:00,1371.75,1322.55,2024-01,1371.75,20055420,2024-01-23,2024-01
HCLTECH,1523.65,2024-01-23 05:30:00,1567.9,1517.05,2024-01,1558.9,3196630,2024-01-23,2024-01
JSWSTEEL,790.4,2024-01-23 05:30:00,816.0,788.45,2024-01,808.25,1533222,2024-01-23,2024-01
ULTRACEMCO,9831.0,2024-01-23 05:30:00,10085.0,9815.0,2024-01,10000.0,580285,2024-01-23,2024-01
POWERGRID,237.95,2024-01-23 05:30:00,246.8,236.25,2024-01,241.0,27492163,2024-01-23,2024-01
INFY,1642.15,2024-01-23 05:30:00,1674.7,1637.7,2024-01,1650.1,9401255,2024-01-23,2024-01
TRENT,3164.15,2024-01-23 05:30:00,3225.75,3150.0,2024-01,3207.0,344687,2024-01-23,2024-01
BHARTIARTL,1158.0,2024-01-23 05:30:00,1172.55,1135.0,2024-01,1145.0,18194595,2024-01-23,2024-01
TATAMOTORS,800.45,2024-01-23 05:30:00,827.6,796.3,2024-01,824.9,9436209,2024-01-23,2024-01
WIPRO,469.9,2024-01-23 05:30:00,486.0,467.05,2024-01,478.05,9986168,2024-01-23,2024-01
TECHM,1366.65,2024-01-23 05:30:00,1416.3,1356.75,2024-01,1396.5,2683661,2024-01-23,2024-01
NTPC,302.6,2024-01-23 05:30:00,315.3,300.3,2024-01,313.45,21652362,2024-01-23,2024-01
HINDUNILVR,2375.55,2024-01-23 05:30:00,2480.5,2365.45,2024-01,2451.0,4369332,2024-01-23,2024-01
APOLLOHOSP,6153.75,2024-01-23 05:30:00,6428.7,6133.65,2024-01,6428.0,982889,2024-01-23,2024-01
M&M,1595.2,2024-01-23 05:30:00,1647.6,1588.25,2024-01,1619.0,2772880,2024-01-23,2024-01
GRASIM,2049.6,2024-01-23 05:30:00,2086.4,2032.5,2024-01,2078.1,938057,2024-01-23,2024-01
ICICIBANK,1029.05,2024-01-23 05:30:00,1059.4,1021.2,2024-01,1059.1,50797448,2024-01-23,2024-01
ADANIENT,2896.55,2024-01-23 05:30:00,3014.95,2885.5,2024-01,3014.95,1827002,2024-01-23,2024-01
ADANIPORTS,1137.1,2024-01-23 05:30:00,1207.2,1130.25,2024-01,1199.15,7201014,2024-01-23,2024-01
BEL,187.1,2024-01-23 05:30:00,195.5,184.4,2024-01,195.25,26628471,2024-01-23,2024-01
BAJAJFINSV,1582.5,2024-01-23 05:30:00,1615.25,1575.0,2024-01,1597.45,3028946,2024-01-23,2024-01
EICHERMOT,3616.7,2024-01-23 05:30:00,3744.0,3606.05,2024-01,3702.05,823427,2024-01-23,2024-01
COALINDIA,375.3,2024-01-23 05:30:00,404.8,373.65,2024-01,403.5,16406737,2024-01-23,2024-01
