Ticker,close,date,high,low,month,open,volume,Date,Month
SBIN,852.6,2024-06-19 05:30:00,860.6,841.0,2024-06,846.8,32925140,2024-06-19,2024-06
BAJFINANCE,7233.95,2024-06-19 05:30:00,7348.95,7177.9,2024-06,7334.7,520400,2024-06-19,2024-06
TITAN,3462.35,2024-06-19 05:30:00,3595.0,3456.0,2024-06,3595.0,1862394,2024-06-19,2024-06
ITC,423.65,2024-06-19 05:30:00,430.75,423.05,2024-06,430.0,10909803,2024-06-19,2024-06
TCS,3801.7,2024-06-19 05:30:00,3833.85,3792.95,2024-06,3827.65,1509050,2024-06-19,2024-06
LT,3589.95,2024-06-19 05:30:00,3699.0,3575.0,2024-06,3690.0,2936151,2024-06-19,2024-06
TATACONSUM,1092.03,2024-06-19 05:30:00,1117.02,1089.46,2024-06,1115.83,1186705,2024-06-19,2024-06
RELIANCE,1458.65,2024-06-19 05:30:00,1487.5,1456.0,2024-06,1487.5,8725874,2024-06-19,2024-06
HCLTECH,1445.85,2024-06-19 05:30:00,1451.9,1430.3,2024-06,1440.05,3117522,2024-06-19,2024-06
JSWSTEEL,914.95,2024-06-19 05:30:00,936.9,913.3,2024-06,929.0,1793533,2024-06-19,2024-06
ULTRACEMCO,10995.55,2024-06-19 05:30:00,11177.7,10968.25,2024-06,11150.0,659266,2024-06-19,2024-06
POWERGRID,327.3,2024-06-19 05:30:00,334.85,325.4,2024-06,334.0,14235150,2024-06-19,2024-06
INFY,1511.35,2024-06-19 05:30:00,1515.65,1496.7,2024-06,1505.0,5493456,2024-06-19,2024-06
TRENT,5356.8,2024-06-19 05:30:00,5402.0,5288.4,2024-06,5374.95,707909,2024-06-19,2024-06
BHARTIARTL,1392.35,2024-06-19 05:30:00,1434.8,1388.3,2024-06,1433.95,8640918,2024-06-19,2024-06
TATAMOTORS,977.35,2024-06-19 05:30:00,994.9,975.15,2024-06,990.0,7605719,2024-06-19,2024-06
WIPRO,495.75,2024-06-19 05:30:00,497.15,486.75,2024-06,492.25,10440142,2024-06-19,2024-06
TECHM,1381.15,2024-06-19 05:30:00,1386.95,1361.0,2024-06,1377.0,1313197,2024-06-19,2024-06
NTPC,362.5,2024-06-19 05:30:00,370.9,361.55,2024-06,369.8,8337334,2024-06-19,2024-06
HINDUNILVR,2457.0,2024-06-19 05:30:00,2495.0,2451.5,2024-06,2495.0,986976,2024-06-19,2024-06
APOLLOHOSP,6173.55,2024-06-19 05:30:00,6269.0,6128.05,2024-06,6265.0,401714,2024-06-19,2024-06
M&M,2933.85,2024-06-19 05:30:00,2977.0,2926.45,2024-06,2975.0,3512298,2024-06-19,2024-06
GRASIM,2447.15,2024-06-19 05:30:00,2460.85,2412.0,2024-06,2458.0,668976,2024-06-19,2024-06
ICICIBANK,1144.45,2024-06-19 05:30:00,1165.55,1126.15,2024-06,1127.95,34309514,2024-06-19,2024-06
ADANIENT,3261.9,2024-06-19 05:30:00,3314.0,3226.3,2024-06,3314.0,1419264,2024-06-19,2024-06
ADANIPORTS,1448.4,2024-06-19 05:30:00,1452.0,1420.45,2024-06,1446.0,4484742,2024-06-19,2024-06
BEL,309.3,2024-06-19 05:30:00,319.9,304.1,2024-06,319.9,58698689,2024-06-19,2024-06
BAJAJFINSV,1594.9,2024-06-19 05:30:00,1600.0,1582.5,2024-06,1600.0,1269273,2024-06-19,2024-06
EICHERMOT,4880.75,2024-06-19 05:30:00,4963.7,4850.0,2024-06,4940.0,652617,2024-06-19,2024-06
COALINDIA,477.95,2024-06-19 05:30:00,491.2,476.5,2024-06,489.4,8962510,2024-06-19,2024-06
MARUTI,12242.1,2024-06-19 05:30:00,12625.0,12200.0,2024-06,12610.0,694871,2024-06-19,2024-06
INDUSINDBK,1528.2,2024-06-19 05:30:00,1550.0,1513.25,2024-06,1516.2,11002582,2024-06-19,2024-06
ASIANPAINT,2891.7,2024-06-19 05:30:00,2920.0,2882.65,2024-06,2918.0,1018294,2024-06-19,2024-06
TATASTEEL,180.02,2024-06-19 05:30:00,182.49,179.31,2024-06,182.45,27476795,2024-06-19,2024-06
HDFCLIFE,596.2,2024-06-19 05:30:00,605.15,592.35,2024-06,602.1,4453729,2024-06-19,2024-06
DRREDDY,1191.24,2024-06-19 05:30:00,1199.93,1184.0,2024-06,1198.39,3056645,2024-06-19,2024-06
SUNPHARMA,1504.0,2024-06-19 05:30:00,1529.85,1500.0,2024-06,1524.95,1537367,2024-06-19,2024-06
KOTAKBANK,1746.7,2024-06-19 05:30:00,1763.05,1715.0,2024-06,1729.0,9959798,2024-06-19,2024-06
SHRIRAMFIN,2791.25,2024-06-19 05:30:00,2831.0,2760.0,2024-06,2829.8,1835027,2024-06-19,2024-06
NESTLEIND,2526.05,2024-06-19 05:30:00,2559.6,2517.85,2024-06,2550.0,784307,2024-06-19,2024-06
ONGC,271.55,2024-06-19 05:30:00,276.6,271.1,2024-06,275.9,13361607,2024-06-19,2024-06
CIPLA,1559.8,2024-06-19 05:30:00,1582.0,1553.4,2024-06,1577.4,1881544,2024-06-19,2024-06
BPCL,307.9,2024-06-19 05:30:00,317.1,307.5,2024-06,317.1,19648006,2024-06-19,2024-06
BRITANNIA,5360.65,2024-06-19 05:30:00,5422.85,5350.0,2024-06,5416.0,135179,2024-06-19,2024-06
SBILIFE,1449.2,2024-06-19 05:30:00,1478.4,1446.15,2024-06,1478.35,578983,2024-06-19,2024-06
HINDALCO,662.4,2024-06-19 05:30:00,682.0,660.4,2024-06,680.05,4770356,2024-06-19,2024-06
HEROMOTOCO,5647.7,2024-06-19 05:30:00,5779.8,5625.0,2024-06,5774.8,447054,2024-06-19,2024-06
AXISBANK,1226.65,2024-06-19 05:30:00,1243.35,1185.5,2024-06,1193.0,17987437,2024-06-19,2024-06
HDFCBANK,1657.85,2024-06-19 05:30:00,1669.9,1604.0,2024-06,1613.4,45065598,2024-06-19,2024-06
BAJAJ-AUTO,9685.8,2024-06-19 05:30:00,9948.0,9670.0,2024-06,9939.5,279789,2024-06-19,2024-06
