Ticker,close,date,high,low,month,open,volume,Date,Month
SBIN,592.15,2023-10-05 05:30:00,594.35,587.1,2023-10,590.0,13248028,2023-10-05,2023-10
BAJFINANCE,7850.9,2023-10-05 05:30:00,7914.85,7826.9,2023-10,7914.85,795061,2023-10-05,2023-10
TITAN,3216.5,2023-10-05 05:30:00,3231.0,3165.0,2023-10,3173.9,1109881,2023-10-05,2023-10
ITC,436.05,2023-10-05 05:30:00,440.5,435.05,2023-10,440.0,10030257,2023-10-05,2023-10
TCS,3589.35,2023-10-05 05:30:00,3624.0,3551.2,2023-10,3554.0,2990768,2023-10-05,2023-10
LT,3096.05,2023-10-05 05:30:00,3114.9,3032.55,2023-10,3032.55,3413447,2023-10-05,2023-10
TATACONSUM,849.64,2023-10-05 05:30:00,858.58,846.97,2023-10,855.42,740770,2023-10-05,2023-10
RELIANCE,1157.05,2023-10-05 05:30:00,1164.7,1154.5,2023-10,1159.63,10953682,2023-10-05,2023-10
HCLTECH,1235.45,2023-10-05 05:30:00,1253.95,1227.8,2023-10,1249.0,2995200,2023-10-05,2023-10
JSWSTEEL,755.5,2023-10-05 05:30:00,762.65,752.9,2023-10,762.0,1459736,2023-10-05,2023-10
ULTRACEMCO,8177.45,2023-10-05 05:30:00,8208.8,8125.0,2023-10,8177.0,310506,2023-10-05,2023-10
POWERGRID,196.6,2023-10-05 05:30:00,199.5,195.35,2023-10,199.5,14575590,2023-10-05,2023-10
INFY,1463.45,2023-10-05 05:30:00,1475.65,1450.2,2023-10,1452.0,7384621,2023-10-05,2023-10
TRENT,2047.6,2023-10-05 05:30:00,2058.15,2022.3,2023-10,2022.95,461744,2023-10-05,2023-10
BHARTIARTL,928.85,2023-10-05 05:30:00,929.6,919.4,2023-10,925.05,7063132,2023-10-05,2023-10
TATAMOTORS,619.6,2023-10-05 05:30:00,621.35,614.65,2023-10,619.0,7893892,2023-10-05,2023-10
WIPRO,406.8,2023-10-05 05:30:00,410.4,405.0,2023-10,407.95,4062652,2023-10-05,2023-10
TECHM,1205.6,2023-10-05 05:30:00,1223.95,1199.5,2023-10,1214.0,2497613,2023-10-05,2023-10
NTPC,233.85,2023-10-05 05:30:00,237.4,232.05,2023-10,237.25,22472389,2023-10-05,2023-10
HINDUNILVR,2519.55,2023-10-05 05:30:00,2524.8,2495.35,2023-10,2518.0,1909928,2023-10-05,2023-10
APOLLOHOSP,5047.05,2023-10-05 05:30:00,5079.85,5026.65,2023-10,5054.95,363289,2023-10-05,2023-10
M&M,1537.95,2023-10-05 05:30:00,1550.8,1513.05,2023-10,1533.0,1991367,2023-10-05,2023-10
GRASIM,1882.67,2023-10-05 05:30:00,1901.44,1873.55,2023-10,1889.59,544715,2023-10-05,2023-10
ICICIBANK,940.85,2023-10-05 05:30:00,943.95,934.55,2023-10,935.2,10478856,2023-10-05,2023-10
