Ticker,close,date,high,low,month,open,volume,Date,Month
SBIN,552.95,2023-10-23 05:30:00,566.0,551.0,2023-10,563.1,11875035,2023-10-23,2023-10
BAJFINANCE,7798.9,2023-10-23 05:30:00,7884.9,7761.35,2023-10,7800.0,882230,2023-10-23,2023-10
TITAN,3219.75,2023-10-23 05:30:00,3274.95,3209.7,2023-10,3246.2,566920,2023-10-23,2023-10
ITC,435.9,2023-10-23 05:30:00,439.95,433.1,2023-10,438.0,7275471,2023-10-23,2023-10
TCS,3410.15,2023-10-23 05:30:00,3478.95,3401.3,2023-10,3473.0,1106272,2023-10-23,2023-10
LT,2958.3,2023-10-23 05:30:00,3006.9,2949.0,2023-10,3003.0,1614030,2023-10-23,2023-10
TATACONSUM,872.26,2023-10-23 05:30:00,894.93,869.44,2023-10,887.72,961166,2023-10-23,2023-10
RELIANCE,1131.6,2023-10-23 05:30:00,1153.13,1127.63,2023-10,1145.0,7853962,2023-10-23,2023-10
HCLTECH,1236.65,2023-10-23 05:30:00,1260.5,1232.3,2023-10,1248.0,1646367,2023-10-23,2023-10
JSWSTEEL,748.95,2023-10-23 05:30:00,774.8,746.1,2023-10,770.8,1715908,2023-10-23,2023-10
ULTRACEMCO,8325.25,2023-10-23 05:30:00,8523.6,8302.55,2023-10,8415.0,217546,2023-10-23,2023-10
POWERGRID,199.75,2023-10-23 05:30:00,205.15,199.0,2023-10,202.0,6988219,2023-10-23,2023-10
INFY,1408.65,2023-10-23 05:30:00,1432.35,1405.25,2023-10,1425.6,2636516,2023-10-23,2023-10
TRENT,1991.95,2023-10-23 05:30:00,2041.15,1980.0,2023-10,2035.0,488451,2023-10-23,2023-10
BHARTIARTL,939.3,2023-10-23 05:30:00,949.1,937.0,2023-10,941.6,2180066,2023-10-23,2023-10
TATAMOTORS,647.35,2023-10-23 05:30:00,667.25,645.0,2023-10,663.65,8564004,2023-10-23,2023-10
WIPRO,383.15,2023-10-23 05:30:00,393.0,382.2,2023-10,390.85,4418913,2023-10-23,2023-10
TECHM,1155.95,2023-10-23 05:30:00,1170.95,1151.55,2023-10,1164.1,1203959,2023-10-23,2023-10
NTPC,236.55,2023-10-23 05:30:00,240.9,235.0,2023-10,240.8,7058625,2023-10-23,2023-10
HINDUNILVR,2483.5,2023-10-23 05:30:00,2509.95,2480.35,2023-10,2494.0,922707,2023-10-23,2023-10
APOLLOHOSP,4969.55,2023-10-23 05:30:00,5010.55,4944.15,2023-10,4977.0,363474,2023-10-23,2023-10
M&M,1565.15,2023-10-23 05:30:00,1574.9,1546.5,2023-10,1548.25,4069167,2023-10-23,2023-10
GRASIM,1895.22,2023-10-23 05:30:00,1931.52,1877.54,2023-10,1931.52,871261,2023-10-23,2023-10
ICICIBANK,929.95,2023-10-23 05:30:00,944.8,925.4,2023-10,942.0,11856890,2023-10-23,2023-10
ADANIENT,2308.65,2023-10-23 05:30:00,2412.35,2301.8,2023-10,2397.8,1483549,2023-10-23,2023-10
ADANIPORTS,771.45,2023-10-23 05:30:00,795.8,769.9,2023-10,793.65,2002377,2023-10-23,2023-10
BEL,132.7,2023-10-23 05:30:00,135.9,131.4,2023-10,134.3,19333777,2023-10-23,2023-10
BAJAJFINSV,1613.15,2023-10-23 05:30:00,1651.7,1605.5,2023-10,1627.0,1093182,2023-10-23,2023-10
EICHERMOT,3446.35,2023-10-23 05:30:00,3492.9,3425.85,2023-10,3467.1,211293,2023-10-23,2023-10
COALINDIA,306.1,2023-10-23 05:30:00,312.85,305.0,2023-10,312.55,8086150,2023-10-23,2023-10
MARUTI,10553.7,2023-10-23 05:30:00,10724.7,10530.5,2023-10,10681.0,227925,2023-10-23,2023-10
INDUSINDBK,1435.0,2023-10-23 05:30:00,1469.75,1430.05,2023-10,1469.0,3319090,2023-10-23,2023-10
ASIANPAINT,3072.0,2023-10-23 05:30:00,3108.9,3064.0,2023-10,3096.05,374476,2023-10-23,2023-10
TATASTEEL,120.0,2023-10-23 05:30:00,123.4,119.7,2023-10,123.35,30699479,2023-10-23,2023-10
HDFCLIFE,625.25,2023-10-23 05:30:00,644.7,621.8,2023-10,638.0,2502483,2023-10-23,2023-10
DRREDDY,1110.39,2023-10-23 05:30:00,1133.39,1105.1,2023-10,1105.1,1809785,2023-10-23,2023-10
SUNPHARMA,1122.45,2023-10-23 05:30:00,1149.2,1118.0,2023-10,1135.0,702730,2023-10-23,2023-10
KOTAKBANK,1740.75,2023-10-23 05:30:00,1769.0,1722.45,2023-10,1769.0,7546442,2023-10-23,2023-10
SHRIRAMFIN,1880.0,2023-10-23 05:30:00,1916.0,1866.0,2023-10,1874.8,2073056,2023-10-23,2023-10
NESTLEIND,2419.77,2023-10-23 05:30:00,2467.49,2412.83,2023-10,2430.0,792300,2023-10-23,2023-10
ONGC,184.85,2023-10-23 05:30:00,185.95,184.2,2023-10,185.95,4723090,2023-10-23,2023-10
CIPLA,1183.8,2023-10-23 05:30:00,1210.2,1178.45,2023-10,1200.0,957929,2023-10-23,2023-10
BPCL,171.4,2023-10-23 05:30:00,173.65,170.83,2023-10,172.78,7813800,2023-10-23,2023-10
BRITANNIA,4530.6,2023-10-23 05:30:00,4600.0,4516.35,2023-10,4572.7,203004,2023-10-23,2023-10
SBILIFE,1338.4,2023-10-23 05:30:00,1366.55,1329.05,2023-10,1359.95,976136,2023-10-23,2023-10
HINDALCO,456.7,2023-10-23 05:30:00,473.95,455.0,2023-10,470.8,2994345,2023-10-23,2023-10
HEROMOTOCO,3149.85,2023-10-23 05:30:00,3232.75,3139.45,2023-10,3205.55,313646,2023-10-23,2023-10
AXISBANK,964.3,2023-10-23 05:30:00,984.9,961.1,2023-10,980.0,5896695,2023-10-23,2023-10
HDFCBANK,1506.05,2023-10-23 05:30:00,1528.75,1500.1,2023-10,1523.5,11188068,2023-10-23,2023-10
BAJAJ-AUTO,5405.4,2023-10-23 05:30:00,5493.4,5395.05,2023-10,5453.05,451167,2023-10-23,2023-10
