Ticker,close,date,high,low,month,open,volume,Date,Month
SBIN,804.65,2024-10-15 05:30:00,807.5,801.6,2024-10,805.5,6252104,2024-10-15,2024-10
BAJFINANCE,7016.9,2024-10-15 05:30:00,7256.15,6979.0,2024-10,7244.9,1485567,2024-10-15,2024-10
TITAN,3508.5,2024-10-15 05:30:00,3529.45,3477.0,2024-10,3523.95,578719,2024-10-15,2024-10
ITC,498.55,2024-10-15 05:30:00,499.4,494.5,2024-10,498.0,8037662,2024-10-15,2024-10
TCS,4116.8,2024-10-15 05:30:00,4169.95,4095.0,2024-10,4131.05,2759474,2024-10-15,2024-10
LT,3551.9,2024-10-15 05:30:00,3570.0,3520.15,2024-10,3570.0,1231552,2024-10-15,2024-10
TATACONSUM,1115.25,2024-10-15 05:30:00,1119.0,1106.1,2024-10,1116.0,768815,2024-10-15,2024-10
RELIANCE,1344.03,2024-10-15 05:30:00,1371.7,1340.7,2024-10,1358.53,33762794,2024-10-15,2024-10
HCLTECH,1870.1,2024-10-15 05:30:00,1882.75,1829.95,2024-10,1830.0,5696544,2024-10-15,2024-10
JSWSTEEL,1000.85,2024-10-15 05:30:00,1020.6,992.0,2024-10,1012.5,1444250,2024-10-15,2024-10
ULTRACEMCO,11416.9,2024-10-15 05:30:00,11432.95,11290.0,2024-10,11400.0,182286,2024-10-15,2024-10
POWERGRID,329.85,2024-10-15 05:30:00,333.45,327.5,2024-10,333.45,12415489,2024-10-15,2024-10
INFY,1959.3,2024-10-15 05:30:00,1991.45,1951.75,2024-10,1960.0,5353705,2024-10-15,2024-10
TRENT,8124.25,2024-10-15 05:30:00,8260.0,8090.0,2024-10,8224.0,460534,2024-10-15,2024-10
BHARTIARTL,1717.25,2024-10-15 05:30:00,1732.75,1699.95,2024-10,1708.0,5891334,2024-10-15,2024-10
TATAMOTORS,917.3,2024-10-15 05:30:00,935.35,913.0,2024-10,932.95,9058919,2024-10-15,2024-10
WIPRO,532.95,2024-10-15 05:30:00,552.85,530.85,2024-10,552.85,10800626,2024-10-15,2024-10
TECHM,1675.35,2024-10-15 05:30:00,1703.45,1663.5,2024-10,1700.0,2503380,2024-10-15,2024-10
NTPC,426.6,2024-10-15 05:30:00,427.2,423.55,2024-10,426.65,9365964,2024-10-15,2024-10
HINDUNILVR,2781.45,2024-10-15 05:30:00,2799.3,2765.25,2024-10,2793.1,1082666,2024-10-15,2024-10
APOLLOHOSP,7140.15,2024-10-15 05:30:00,7150.35,7040.0,2024-10,7115.0,322659,2024-10-15,2024-10
M&M,3155.8,2024-10-15 05:30:00,3192.95,3086.55,2024-10,3177.0,2245701,2024-10-15,2024-10
GRASIM,2735.8,2024-10-15 05:30:00,2747.95,2700.7,2024-10,2725.0,491010,2024-10-15,2024-10
ICICIBANK,1255.5,2024-10-15 05:30:00,1258.3,1235.4,2024-10,1238.95,11657338,2024-10-15,2024-10
ADANIENT,3104.7,2024-10-15 05:30:00,3128.0,3091.5,2024-10,3124.0,371613,2024-10-15,2024-10
ADANIPORTS,1420.3,2024-10-15 05:30:00,1424.7,1407.0,2024-10,1415.95,1018477,2024-10-15,2024-10
BEL,288.85,2024-10-15 05:30:00,289.45,285.75,2024-10,287.15,14701531,2024-10-15,2024-10
BAJAJFINSV,1853.95,2024-10-15 05:30:00,1895.75,1842.0,2024-10,1873.6,2072690,2024-10-15,2024-10
EICHERMOT,4722.1,2024-10-15 05:30:00,4799.9,4695.9,2024-10,4779.75,370224,2024-10-15,2024-10
COALINDIA,494.45,2024-10-15 05:30:00,499.35,490.05,2024-10,498.3,4279311,2024-10-15,2024-10
MARUTI,12446.75,2024-10-15 05:30:00,12709.0,12355.0,2024-10,12709.0,532135,2024-10-15,2024-10
INDUSINDBK,1360.9,2024-10-15 05:30:00,1374.45,1349.45,2024-10,1371.0,2775029,2024-10-15,2024-10
ASIANPAINT,3067.1,2024-10-15 05:30:00,3096.8,3047.65,2024-10,3075.0,1242322,2024-10-15,2024-10
TATASTEEL,155.63,2024-10-15 05:30:00,159.53,155.05,2024-10,159.5,38964393,2024-10-15,2024-10
HDFCLIFE,714.25,2024-10-15 05:30:00,746.45,711.3,2024-10,742.8,6665822,2024-10-15,2024-10
DRREDDY,1322.33,2024-10-15 05:30:00,1339.98,1321.04,2024-10,1336.8,1423265,2024-10-15,2024-10
SUNPHARMA,1898.45,2024-10-15 05:30:00,1920.4,1894.65,2024-10,1918.0,1383203,2024-10-15,2024-10
KOTAKBANK,1895.2,2024-10-15 05:30:00,1915.35,1887.45,2024-10,1912.2,4295493,2024-10-15,2024-10
SHRIRAMFIN,3401.15,2024-10-15 05:30:00,3438.6,3368.6,2024-10,3420.0,1041971,2024-10-15,2024-10
NESTLEIND,2484.25,2024-10-15 05:30:00,2502.05,2472.0,2024-10,2502.05,795154,2024-10-15,2024-10
ONGC,283.7,2024-10-15 05:30:00,286.4,280.85,2024-10,286.4,15087155,2024-10-15,2024-10
CIPLA,1571.75,2024-10-15 05:30:00,1604.95,1568.0,2024-10,1601.9,2206500,2024-10-15,2024-10
BPCL,348.75,2024-10-15 05:30:00,351.5,343.9,2024-10,344.2,17183945,2024-10-15,2024-10
BRITANNIA,6068.7,2024-10-15 05:30:00,6082.95,5986.95,2024-10,6016.35,426219,2024-10-15,2024-10
SBILIFE,1723.75,2024-10-15 05:30:00,1754.95,1718.5,2024-10,1741.95,2159705,2024-10-15,2024-10
HINDALCO,726.95,2024-10-15 05:30:00,750.0,720.65,2024-10,746.0,3056619,2024-10-15,2024-10
HEROMOTOCO,5505.65,2024-10-15 05:30:00,5587.65,5464.0,2024-10,5565.0,302887,2024-10-15,2024-10
AXISBANK,1153.85,2024-10-15 05:30:00,1172.0,1149.5,2024-10,1166.1,8741516,2024-10-15,2024-10
HDFCBANK,1684.1,2024-10-15 05:30:00,1698.0,1675.5,2024-10,1694.0,9825565,2024-10-15,2024-10
BAJAJ-AUTO,11521.5,2024-10-15 05:30:00,11950.0,11467.0,2024-10,11950.0,476945,2024-10-15,2024-10
