ticker,date,open,high,low,close,volume,month,prev_close,daily_return,sector
ADANIENT,2023-11-10,2220.25,2237.0,2198.5,2205.1,1072597,2023-11,2214.65,-0.004312194,MISCELLANEOUS
ADANIENT,2023-11-12,2219.7,2226.0,2205.1,2211.35,148320,2023-11,2205.1,0.0028343387,MISCELLANEOUS
ADANIENT,2023-11-13,2215.5,2241.9,2195.55,2213.65,853633,2023-11,2211.35,0.0010400886,MISCELLANEOUS
ADANIENT,2023-11-15,2240.0,2250.0,2220.5,2225.4,696475,2023-11,2213.65,0.0053079757,MISCELLANEOUS
ADANIENT,2023-11-16,2226.0,2232.8,2196.1,2205.9,1307584,2023-11,2225.4,-0.0087624695,MISCELLANEOUS
ADANIENT,2023-11-17,2205.9,2237.95,2201.0,2208.8,916518,2023-11,2205.9,0.0013146561,MISCELLANEOUS
ADANIENT,2023-11-20,2211.0,2218.5,2142.0,2149.85,1577213,2023-11,2208.8,-0.0266887,MISCELLANEOUS
ADANIENT,2023-11-21,2160.0,2232.55,2158.35,2196.65,1839502,2023-11,2149.85,0.021768961,MISCELLANEOUS
ADANIENT,2023-11-22,2205.15,2225.0,2153.5,2172.65,1247205,2023-11,2196.65,-0.010925728,MISCELLANEOUS
ADANIENT,2023-11-23,2190.0,2190.0,2160.6,2175.25,729114,2023-11,2172.65,0.0011966953,MISCELLANEOUS
ADANIENT,2023-11-24,2179.0,2251.95,2160.9,2225.45,1946259,2023-11,2175.25,0.023077806,MISCELLANEOUS
ADANIENT,2023-11-28,2301.0,2512.4,2275.0,2423.5,11972275,2023-11,2225.45,0.08899324,MISCELLANEOUS
ADANIENT,2023-11-29,2468.7,2477.65,2390.0,2396.6,4561574,2023-11,2423.5,-0.01109965,MISCELLANEOUS
ADANIENT,2023-11-30,2400.05,2409.0,2343.05,2358.55,2983879,2023-11,2396.6,-0.015876658,MISCELLANEOUS
ADANIENT,2023-12-01,2370.0,2403.35,2354.1,2362.7,1792983,2023-12,2358.55,0.0017595557,MISCELLANEOUS
ADANIENT,2023-12-04,2549.95,2595.0,2487.45,2531.2,5681516,2023-12,2362.7,0.07131671,MISCELLANEOUS
ADANIENT,2023-12-05,2531.2,2999.9,2531.2,2959.35,22879079,2023-12,2531.2,0.16914903,MISCELLANEOUS
ADANIENT,2023-12-06,3080.0,3154.55,2844.85,2883.95,19355777,2023-12,2959.35,-0.025478568,MISCELLANEOUS
ADANIENT,2023-12-07,2900.0,2945.9,2853.05,2887.15,6325887,2023-12,2883.95,0.0011095892,MISCELLANEOUS
ADANIENT,2023-12-08,2902.7,2927.0,2760.0,2822.15,6959428,2023-12,2887.15,-0.022513552,MISCELLANEOUS
ADANIENT,2023-12-11,2837.05,2919.9,2811.05,2855.8,5064123,2023-12,2822.15,0.011923534,MISCELLANEOUS
ADANIENT,2023-12-12,2869.1,2895.95,2840.55,2857.65,2017772,2023-12,2855.8,0.00064780447,MISCELLANEOUS
ADANIENT,2023-12-13,2860.0,2899.1,2805.0,2875.05,2805832,2023-12,2857.65,0.006088919,MISCELLANEOUS
ADANIENT,2023-12-14,2900.95,2932.95,2887.0,2894.05,3224681,2023-12,2875.05,0.0066085807,MISCELLANEOUS
ADANIENT,2023-12-15,2912.05,3000.0,2893.9,2991.8,4921484,2023-12,2894.05,0.033776198,MISCELLANEOUS
ADANIENT,2023-12-18,2993.95,3027.75,2961.1,2980.6,2315922,2023-12,2991.8,-0.0037435656,MISCELLANEOUS
ADANIENT,2023-12-19,2988.8,2994.35,2915.0,2941.25,1741493,2023-12,2980.6,-0.0132020395,MISCELLANEOUS
ADANIENT,2023-12-20,2946.0,2968.0,2766.2,2783.85,3417739,2023-12,2941.25,-0.053514663,MISCELLANEOUS
ADANIENT,2023-12-21,2750.0,2821.95,2725.0,2799.75,2678577,2023-12,2783.85,0.0057115145,MISCELLANEOUS
ADANIENT,2023-12-22,2815.95,2847.6,2791.4,2808.35,1513956,2023-12,2799.75,0.0030717028,MISCELLANEOUS
ADANIENT,2023-12-26,2817.0,2893.75,2800.1,2865.45,2048484,2023-12,2808.35,0.020332223,MISCELLANEOUS
ADANIENT,2023-12-27,2880.7,2894.8,2833.6,2843.35,1698325,2023-12,2865.45,-0.0077125756,MISCELLANEOUS
ADANIENT,2023-12-28,2855.0,2867.35,2800.1,2809.9,4102912,2023-12,2843.35,-0.011764292,MISCELLANEOUS
ADANIENT,2023-12-29,2823.9,2863.3,2802.85,2848.95,1507086,2023-12,2809.9,0.013897291,MISCELLANEOUS
ADANIENT,2024-01-01,2852.3,2947.0,2842.05,2917.2,2898619,2024-01,2848.95,0.023956195,MISCELLANEOUS
ADANIENT,2024-01-02,2922.0,2948.2,2841.0,2932.4,2671368,2024-01,2917.2,0.005210476,MISCELLANEOUS
ADANIENT,2024-01-03,3047.0,3199.0,2955.6,3003.0,19725411,2024-01,2932.4,0.024075842,MISCELLANEOUS
ADANIENT,2024-01-04,3039.4,3044.45,2990.0,2998.3,2975620,2024-01,3003.0,-0.0015651016,MISCELLANEOUS
ADANIENT,2024-01-05,3009.95,3066.9,2981.1,3006.6,3219949,2024-01,2998.3,0.0027682353,MISCELLANEOUS
ADANIENT,2024-01-08,3020.0,3027.0,2952.95,2963.5,1849061,2024-01,3006.6,-0.014335129,MISCELLANEOUS
ADANIENT,2024-01-09,2990.7,3068.8,2980.0,3014.6,2885706,2024-01,2963.5,0.017243125,MISCELLANEOUS
ADANIENT,2024-01-10,3024.0,3112.0,3020.05,3098.2,3590297,2024-01,3014.6,0.027731705,MISCELLANEOUS
ADANIENT,2024-01-11,3120.0,3129.0,3065.0,3080.9,2008103,2024-01,3098.2,-0.0055838875,MISCELLANEOUS
ADANIENT,2024-01-12,3096.35,3125.0,3068.2,3104.1,1795933,2024-01,3080.9,0.0075302674,MISCELLANEOUS
ADANIENT,2024-01-15,3127.0,3130.0,3067.45,3089.5,1407007,2024-01,3104.1,-0.0047034565,MISCELLANEOUS
ADANIENT,2024-01-16,3095.0,3104.5,3035.0,3056.5,2515564,2024-01,3089.5,-0.0106813405,MISCELLANEOUS
ADANIENT,2024-01-17,3033.0,3045.0,2946.3,2971.05,2897218,2024-01,3056.5,-0.027956814,MISCELLANEOUS
ADANIENT,2024-01-18,2975.55,2985.0,2885.1,2918.9,2552342,2024-01,2971.05,-0.017552717,MISCELLANEOUS
ADANIENT,2024-01-19,2945.35,2949.45,2903.05,2915.65,2014096,2024-01,2918.9,-0.0011134332,MISCELLANEOUS
ADANIENT,2024-01-20,2930.0,3015.85,2890.5,2987.9,1878793,2024-01,2915.65,0.024780067,MISCELLANEOUS
ADANIENT,2024-01-23,3014.95,3014.95,2885.5,2896.55,1827002,2024-01,2987.9,-0.030573312,MISCELLANEOUS
ADANIENT,2024-01-24,2901.0,2929.1,2871.25,2903.45,5807940,2024-01,2896.55,0.0023821443,MISCELLANEOUS
ADANIENT,2024-01-25,2903.45,2926.35,2804.4,2893.6,2601969,2024-01,2903.45,-0.0033925157,MISCELLANEOUS
ADANIENT,2024-01-29,2929.0,3092.7,2923.05,3064.65,4402976,2024-01,2893.6,0.059113216,MISCELLANEOUS
ADANIENT,2024-01-30,3081.0,3129.9,3020.9,3091.1,3115506,2024-01,3064.65,0.008630675,MISCELLANEOUS
ADANIENT,2024-01-31,3092.75,3151.7,3072.4,3142.0,2671051,2024-01,3091.1,0.01646663,MISCELLANEOUS
ADANIENT,2024-02-01,3156.9,3236.95,3083.05,3153.5,4686595,2024-02,3142.0,0.003660089,MISCELLANEOUS
ADANIENT,2024-02-02,3184.95,3208.5,3140.0,3157.45,2708695,2024-02,3153.5,0.0012525765,MISCELLANEOUS
ADANIENT,2024-02-05,3170.0,3229.4,3151.45,3173.45,2191195,2024-02,3157.45,0.00506738,MISCELLANEOUS
ADANIENT,2024-02-06,3183.9,3228.2,3160.0,3203.75,2078891,2024-02,3173.45,0.009547968,MISCELLANEOUS
ADANIENT,2024-02-07,3220.05,3277.95,3210.0,3229.85,2095911,2024-02,3203.75,0.008146703,MISCELLANEOUS
ADANIENT,2024-02-08,3245.6,3245.6,3146.1,3168.6,1679004,2024-02,3229.85,-0.018963728,MISCELLANEOUS
ADANIENT,2024-02-09,3184.45,3224.95,3121.2,3215.2,1572789,2024-02,3168.6,0.014706811,MISCELLANEOUS
ADANIENT,2024-02-12,3229.0,3241.95,3160.0,3169.75,1083138,2024-02,3215.2,-0.014135979,MISCELLANEOUS
ADANIENT,2024-02-13,3180.0,3194.0,3092.05,3178.45,1225207,2024-02,3169.75,0.0027446959,MISCELLANEOUS
ADANIENT,2024-02-14,3184.0,3255.25,3169.85,3207.2,1741264,2024-02,3178.45,0.00904529,MISCELLANEOUS
ADANIENT,2024-02-15,3219.85,3252.75,3184.05,3193.8,2035204,2024-02,3207.2,-0.0041780993,MISCELLANEOUS
ADANIENT,2024-02-16,3214.0,3252.3,3192.65,3223.6,2193673,2024-02,3193.8,0.009330578,MISCELLANEOUS
ADANIENT,2024-02-19,3240.0,3308.6,3235.8,3258.8,1779444,2024-02,3223.6,0.0109194685,MISCELLANEOUS
ADANIENT,2024-02-20,3267.0,3269.8,3210.15,3228.6,1467630,2024-02,3258.8,-0.009267215,MISCELLANEOUS
ADANIENT,2024-02-21,3238.0,3300.0,3205.0,3223.2,1657021,2024-02,3228.6,-0.0016725516,MISCELLANEOUS
ADANIENT,2024-02-22,3239.0,3274.0,3210.5,3263.05,1138722,2024-02,3223.2,0.01236349,MISCELLANEOUS
ADANIENT,2024-02-23,3263.05,3319.95,3225.1,3273.3,1975035,2024-02,3263.05,0.003141233,MISCELLANEOUS
ADANIENT,2024-02-26,3272.0,3344.0,3263.0,3327.75,1695378,2024-02,3273.3,0.016634589,MISCELLANEOUS
ADANIENT,2024-02-27,3339.0,3340.0,3273.0,3302.3,1125570,2024-02,3327.75,-0.00764781,MISCELLANEOUS
ADANIENT,2024-02-28,3309.2,3318.8,3207.5,3219.0,1358879,2024-02,3302.3,-0.025224844,MISCELLANEOUS
ADANIENT,2024-02-29,3220.05,3304.75,3205.35,3285.4,1352988,2024-02,3219.0,0.020627525,MISCELLANEOUS
ADANIENT,2024-03-01,3309.85,3346.0,3281.8,3318.75,1161067,2024-03,3285.4,0.010150971,MISCELLANEOUS
ADANIENT,2024-03-02,3332.0,3348.7,3321.5,3333.25,119511,2024-03,3318.75,0.004369115,MISCELLANEOUS
ADANIENT,2024-03-04,3335.0,3350.0,3310.05,3317.15,1061244,2024-03,3333.25,-0.0048301206,MISCELLANEOUS
ADANIENT,2024-03-05,3325.3,3334.0,3295.05,3310.2,1190416,2024-03,3317.15,-0.002095172,MISCELLANEOUS
ADANIENT,2024-03-06,3323.0,3323.0,3183.15,3233.95,1935203,2024-03,3310.2,-0.023034861,MISCELLANEOUS
ADANIENT,2024-03-07,3240.0,3262.0,3220.0,3226.55,856328,2024-03,3233.95,-0.0022882235,MISCELLANEOUS
ADANIENT,2024-03-11,3241.2,3259.0,3200.0,3207.35,738851,2024-03,3226.55,-0.0059506283,MISCELLANEOUS
ADANIENT,2024-03-12,3207.35,3222.7,3111.0,3122.5,1199487,2024-03,3207.35,-0.026454862,MISCELLANEOUS
ADANIENT,2024-03-13,3125.0,3138.05,2850.15,2906.2,3407040,2024-03,3122.5,-0.069271415,MISCELLANEOUS
ADANIENT,2024-03-14,2927.45,3101.2,2880.0,3087.45,3759100,2024-03,2906.2,0.062366664,MISCELLANEOUS
ADANIENT,2024-03-15,3111.0,3143.4,3061.25,3132.2,2199094,2024-03,3087.45,0.014494162,MISCELLANEOUS
ADANIENT,2024-03-18,3050.1,3124.0,2976.05,3111.75,3042515,2024-03,3132.2,-0.0065289573,MISCELLANEOUS
ADANIENT,2024-03-19,3126.0,3164.8,3041.85,3052.7,1460452,2024-03,3111.75,-0.01897646,MISCELLANEOUS
ADANIENT,2024-03-20,3075.0,3083.2,3021.1,3051.45,966481,2024-03,3052.7,-0.00040947358,MISCELLANEOUS
ADANIENT,2024-03-21,3089.55,3107.1,3059.6,3066.5,1175751,2024-03,3051.45,0.0049320813,MISCELLANEOUS
ADANIENT,2024-03-22,3066.55,3128.95,3048.05,3107.7,951557,2024-03,3066.5,0.013435513,MISCELLANEOUS
ADANIENT,2024-03-26,3100.5,3171.95,3089.1,3109.95,937103,2024-03,3107.7,0.00072400813,MISCELLANEOUS
ADANIENT,2024-03-27,3115.0,3138.45,3106.25,3122.1,900231,2024-03,3109.95,0.0039068153,MISCELLANEOUS
ADANIENT,2024-03-28,3134.0,3237.0,3096.75,3197.1,2327053,2024-03,3122.1,0.024022292,MISCELLANEOUS
ADANIENT,2024-04-01,3230.2,3291.8,3207.85,3252.1,1292646,2024-04,3197.1,0.01720309,MISCELLANEOUS
ADANIENT,2024-04-02,3258.95,3285.0,3240.0,3268.75,868829,2024-04,3252.1,0.005119769,MISCELLANEOUS
ADANIENT,2024-04-03,3250.0,3260.15,3222.0,3233.45,1153109,2024-04,3268.75,-0.010799235,MISCELLANEOUS
ADANIENT,2024-04-04,3250.0,3273.0,3201.7,3210.8,1403826,2024-04,3233.45,-0.0070049018,MISCELLANEOUS
ADANIENT,2024-04-05,3211.1,3234.0,3178.95,3224.8,755607,2024-04,3210.8,0.004360284,MISCELLANEOUS
ADANIENT,2024-04-08,3240.95,3243.5,3197.2,3224.55,577440,2024-04,3224.8,-7.7524186e-05,MISCELLANEOUS
ADANIENT,2024-04-09,3240.7,3251.0,3185.0,3198.45,833679,2024-04,3224.55,-0.008094152,MISCELLANEOUS
ADANIENT,2024-04-10,3200.0,3254.6,3192.5,3242.0,1441138,2024-04,3198.45,0.0136159705,MISCELLANEOUS
ADANIENT,2024-04-12,3210.0,3247.5,3205.3,3209.9,705173,2024-04,3242.0,-0.009901295,MISCELLANEOUS
ADANIENT,2024-04-15,3150.0,3180.3,3103.2,3147.45,1035378,2024-04,3209.9,-0.019455435,MISCELLANEOUS
ADANIENT,2024-04-16,3101.0,3149.2,3100.0,3106.4,1134184,2024-04,3147.45,-0.013042304,MISCELLANEOUS
ADANIENT,2024-04-18,3125.15,3145.0,3008.3,3019.3,1703646,2024-04,3106.4,-0.028038887,MISCELLANEOUS
ADANIENT,2024-04-19,3000.0,3057.05,2962.5,3026.95,1727317,2024-04,3019.3,0.0025336999,MISCELLANEOUS
ADANIENT,2024-04-22,3053.0,3077.5,3025.0,3063.35,993929,2024-04,3026.95,0.012025306,MISCELLANEOUS
ADANIENT,2024-04-23,3059.0,3091.0,3043.1,3065.1,1654272,2024-04,3063.35,0.00057127,MISCELLANEOUS
ADANIENT,2024-04-24,3071.95,3087.85,3040.0,3043.55,605917,2024-04,3065.1,-0.0070307655,MISCELLANEOUS
ADANIENT,2024-04-25,3050.0,3120.9,3025.65,3115.25,1515529,2024-04,3043.55,0.023558017,MISCELLANEOUS
ADANIENT,2024-04-26,3119.9,3129.9,3066.05,3080.4,662764,2024-04,3115.25,-0.011186903,MISCELLANEOUS
ADANIENT,2024-04-29,3110.0,3110.5,3051.5,3081.2,648544,2024-04,3080.4,0.00025970652,MISCELLANEOUS
ADANIENT,2024-04-30,3094.0,3108.45,3045.0,3054.7,804552,2024-04,3081.2,-0.008600545,MISCELLANEOUS
ADANIENT,2024-05-02,3071.95,3119.85,3015.05,3039.6,2219085,2024-05,3054.7,-0.0049432022,MISCELLANEOUS
ADANIENT,2024-05-03,3030.0,3045.0,2975.1,2993.25,1472168,2024-05,3039.6,-0.015248717,MISCELLANEOUS
ADANIENT,2024-05-06,2993.25,3000.2,2850.0,2874.65,2377944,2024-05,2993.25,-0.039622486,MISCELLANEOUS
ADANIENT,2024-05-07,2889.95,2905.35,2822.0,2835.95,1262311,2024-05,2874.65,-0.013462508,MISCELLANEOUS
ADANIENT,2024-05-08,2850.0,2890.9,2820.0,2860.55,951411,2024-05,2835.95,0.008674342,MISCELLANEOUS
ADANIENT,2024-05-09,2864.8,2883.65,2756.0,2766.65,1485510,2024-05,2860.55,-0.032825854,MISCELLANEOUS
ADANIENT,2024-05-10,2794.95,2809.0,2760.45,2797.25,2354794,2024-05,2766.65,0.011060308,MISCELLANEOUS
ADANIENT,2024-05-13,2803.0,2890.0,2790.5,2879.6,3784373,2024-05,2797.25,0.029439628,MISCELLANEOUS
ADANIENT,2024-05-14,2894.95,3046.0,2874.55,3037.55,5725807,2024-05,2879.6,0.054851368,MISCELLANEOUS
ADANIENT,2024-05-15,3046.75,3118.85,3037.6,3049.75,1688836,2024-05,3037.55,0.0040163947,MISCELLANEOUS
ADANIENT,2024-05-16,3065.0,3076.95,2974.95,3041.65,1835312,2024-05,3049.75,-0.0026559555,MISCELLANEOUS
ADANIENT,2024-05-17,3041.05,3091.0,3015.5,3060.5,825436,2024-05,3041.65,0.006197294,MISCELLANEOUS
ADANIENT,2024-05-18,3074.0,3074.0,3055.0,3059.75,74336,2024-05,3060.5,-0.000245058,MISCELLANEOUS
ADANIENT,2024-05-21,3067.9,3175.0,3034.5,3117.5,3091659,2024-05,3059.75,0.01887409,MISCELLANEOUS
ADANIENT,2024-05-22,3129.95,3145.0,3073.5,3140.95,3371077,2024-05,3117.5,0.007522053,MISCELLANEOUS
ADANIENT,2024-05-23,3156.7,3406.0,3135.55,3387.3,6979082,2024-05,3140.95,0.07843169,MISCELLANEOUS
ADANIENT,2024-05-24,3406.0,3457.85,3355.6,3384.95,3473668,2024-05,3387.3,-0.0006937679,MISCELLANEOUS
ADANIENT,2024-05-27,3358.0,3358.0,3267.05,3289.05,2582485,2024-05,3384.95,-0.028331289,MISCELLANEOUS
ADANIENT,2024-05-28,3309.65,3329.5,3229.05,3244.05,1621168,2024-05,3289.05,-0.013681762,MISCELLANEOUS
ADANIENT,2024-05-29,3250.0,3322.9,3212.0,3258.8,1910729,2024-05,3244.05,0.0045467857,MISCELLANEOUS
ADANIENT,2024-05-30,3254.0,3274.3,3174.5,3194.25,1990208,2024-05,3258.8,-0.019807905,MISCELLANEOUS
ADANIENT,2024-05-31,3225.25,3434.45,3225.25,3411.35,6384589,2024-05,3194.25,0.06796587,MISCELLANEOUS
ADANIENT,2024-06-03,3725.0,3743.9,3586.05,3645.25,8511359,2024-06,3411.35,0.06856523,MISCELLANEOUS
ADANIENT,2024-06-04,3520.0,3520.0,2733.95,2941.25,20306909,2024-06,3645.25,-0.19312805,MISCELLANEOUS
ADANIENT,2024-06-05,3030.0,3150.0,2750.0,3115.35,8778345,2024-06,2941.25,0.05919252,MISCELLANEOUS
ADANIENT,2024-06-06,3184.0,3222.4,3137.15,3185.65,5873271,2024-06,3115.35,0.022565683,MISCELLANEOUS
ADANIENT,2024-06-07,3170.4,3233.75,3151.6,3219.55,4740455,2024-06,3185.65,0.010641471,MISCELLANEOUS
ADANIENT,2024-06-10,3267.0,3284.4,3205.5,3220.1,4935698,2024-06,3219.55,0.00017083132,MISCELLANEOUS
ADANIENT,2024-06-11,3224.0,3265.0,3195.05,3221.25,4173692,2024-06,3220.1,0.00035713176,MISCELLANEOUS
ADANIENT,2024-06-12,3224.9,3245.0,3208.0,3219.05,3022477,2024-06,3221.25,-0.0006829647,MISCELLANEOUS
ADANIENT,2024-06-13,3230.0,3254.0,3207.25,3224.8,3202978,2024-06,3219.05,0.0017862413,MISCELLANEOUS
ADANIENT,2024-06-14,3225.0,3275.0,3221.1,3261.75,4224855,2024-06,3224.8,0.011458075,MISCELLANEOUS
ADANIENT,2024-06-18,3310.0,3345.0,3287.2,3309.05,1755612,2024-06,3261.75,0.014501418,MISCELLANEOUS
ADANIENT,2024-06-19,3314.0,3314.0,3226.3,3261.9,1419264,2024-06,3309.05,-0.014248802,MISCELLANEOUS
ADANIENT,2024-06-20,3263.9,3315.0,3240.0,3259.45,1366545,2024-06,3261.9,-0.000751096,MISCELLANEOUS
ADANIENT,2024-06-21,3265.05,3277.1,3176.4,3189.3,4697655,2024-06,3259.45,-0.021522036,MISCELLANEOUS
ADANIENT,2024-06-24,3185.75,3214.8,3135.0,3194.6,3261647,2024-06,3189.3,0.0016618067,MISCELLANEOUS
ADANIENT,2024-06-25,3204.75,3208.45,3156.35,3171.1,1694962,2024-06,3194.6,-0.0073561636,MISCELLANEOUS
ADANIENT,2024-06-26,3169.05,3187.7,3163.9,3170.5,2142889,2024-06,3171.1,-0.00018920879,MISCELLANEOUS
ADANIENT,2024-06-27,3177.0,3202.25,3150.0,3175.15,5114980,2024-06,3170.5,0.0014666456,MISCELLANEOUS
ADANIENT,2024-06-28,3190.0,3211.95,3157.0,3177.15,960905,2024-06,3175.15,0.0006298915,MISCELLANEOUS
ADANIENT,2024-07-01,3179.95,3193.15,3157.55,3183.8,832170,2024-07,3177.15,0.002093071,MISCELLANEOUS
ADANIENT,2024-07-02,3179.85,3207.8,3131.05,3153.2,1490844,2024-07,3183.8,-0.009611157,MISCELLANEOUS
ADANIENT,2024-07-03,3158.0,3194.55,3147.75,3190.95,1152522,2024-07,3153.2,0.011971965,MISCELLANEOUS
ADANIENT,2024-07-04,3192.0,3194.45,3138.05,3144.25,1055391,2024-07,3190.95,-0.01463514,MISCELLANEOUS
ADANIENT,2024-07-05,3143.9,3158.55,3123.95,3147.9,663988,2024-07,3144.25,0.0011608491,MISCELLANEOUS
ADANIENT,2024-07-08,3147.9,3158.2,3075.0,3113.6,1155112,2024-07,3147.9,-0.010896153,MISCELLANEOUS
ADANIENT,2024-07-09,3115.95,3158.0,3100.5,3110.75,922403,2024-07,3113.6,-0.00091533916,MISCELLANEOUS
ADANIENT,2024-07-10,3120.1,3127.25,3063.4,3096.0,586710,2024-07,3110.75,-0.0047416217,MISCELLANEOUS
ADANIENT,2024-07-11,3118.7,3129.8,3074.1,3078.3,899781,2024-07,3096.0,-0.0057170545,MISCELLANEOUS
ADANIENT,2024-07-12,3090.0,3098.8,3058.35,3065.45,756036,2024-07,3078.3,-0.004174382,MISCELLANEOUS
ADANIENT,2024-07-15,3066.1,3103.5,3058.35,3090.4,724174,2024-07,3065.45,0.008139099,MISCELLANEOUS
ADANIENT,2024-07-16,3110.0,3137.75,3096.1,3109.3,988357,2024-07,3090.4,0.006115713,MISCELLANEOUS
ADANIENT,2024-07-18,3106.0,3111.0,3057.15,3092.2,1021653,2024-07,3109.3,-0.0054996302,MISCELLANEOUS
ADANIENT,2024-07-19,3092.0,3094.5,3000.0,3005.7,1026941,2024-07,3092.2,-0.02797361,MISCELLANEOUS
ADANIENT,2024-07-22,3005.7,3026.9,2972.15,3000.85,662085,2024-07,3005.7,-0.0016136009,MISCELLANEOUS
ADANIENT,2024-07-23,3020.0,3038.0,2886.35,2995.35,1443331,2024-07,3000.85,-0.0018328141,MISCELLANEOUS
ADANIENT,2024-07-24,2995.35,3007.5,2959.3,2970.7,693702,2024-07,2995.35,-0.008229422,MISCELLANEOUS
ADANIENT,2024-07-25,2960.7,3017.65,2945.1,2973.5,1105721,2024-07,2970.7,0.0009425388,MISCELLANEOUS
ADANIENT,2024-07-26,2995.0,3109.0,2988.1,3080.5,1942427,2024-07,2973.5,0.03598453,MISCELLANEOUS
ADANIENT,2024-07-29,3094.3,3120.35,3074.0,3089.35,1037474,2024-07,3080.5,0.0028729104,MISCELLANEOUS
ADANIENT,2024-07-30,3092.0,3155.0,3066.65,3128.75,1647048,2024-07,3089.35,0.012753492,MISCELLANEOUS
ADANIENT,2024-07-31,3141.0,3197.5,3135.0,3169.4,2414005,2024-07,3128.75,0.012992409,MISCELLANEOUS
ADANIENT,2024-08-01,3180.0,3258.0,3151.7,3217.25,6149883,2024-08,3169.4,0.015097495,MISCELLANEOUS
ADANIENT,2024-08-02,3200.0,3215.0,3111.0,3160.9,3360209,2024-08,3217.25,-0.017514959,MISCELLANEOUS
ADANIENT,2024-08-05,3085.0,3133.05,2996.3,3038.2,2238921,2024-08,3160.9,-0.038818058,MISCELLANEOUS
ADANIENT,2024-08-06,3084.0,3142.8,3057.25,3072.7,2125201,2024-08,3038.2,0.011355408,MISCELLANEOUS
ADANIENT,2024-08-07,3118.0,3190.0,3112.0,3185.95,1868169,2024-08,3072.7,0.036856838,MISCELLANEOUS
ADANIENT,2024-08-08,3190.55,3242.65,3156.55,3167.55,2139376,2024-08,3185.95,-0.0057753576,MISCELLANEOUS
